policy,extra_delay,seed,wAoI,worst_user_mean_aoi,p95_user_mean_aoi,p95_slot_aoi,p99_slot_aoi,cvar95_slot_aoi,slot_aoi_gt40,slot_aoi_gt60,mean_service_rate,worst_service_rate,jain_service_fairness,starvation_p95,starvation_max,rejection_rate,rejected_candidates,proposed_candidates,mean_power,max_avg_power,max_queue,finite_window_bound,bound_ok,certificate_ok,uav_pi_los,uav_pth,uav_mean_aoi,uav_avg_power,uav_service_rate,uav_max_queue
Round-Robin Safe,4,11,469.19054054054055,25.056756756756755,23.86548648648649,38.0,76.0,59.49189189189189,0.0414189189189189,0.0163738738738738,0.124054054054054,0.0375675675675675,0.7765672044315381,28.0,140.0,0.0313513513513513,348,11100,0.2521595574101971,0.4016105113928443,23.99802302978612,0.4064864864864865,True,True,0.95;0.2935060875;0.6227889451;0.4312530983;0.6153269509;0.4183303984;0.9434799305;0.4987828682;0.6260188518;0.4351735249;0.2492611008;0.2092716103,0.3358641596;1.559243329;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;1.819920828;2.159149808,3.074054054;12.81648649;6.456756757;10.13135135;7.083783784;12.05243243;3.836216216;10.18216216;7.33027027;9.497837838;22.89081081;25.05675676,0.113013751;0.4016105114;0.1871827784;0.2722441106;0.1897598819;0.2801892386;0.08771670584;0.2365189984;0.1860788657;0.2699154786;0.401366323;0.4003180455,0.2875675676;0.07594594595;0.1489189189;0.09540540541;0.1402702703;0.09027027027;0.2048648649;0.1102702703;0.147027027;0.1048648649;0.04567567568;0.03756756757,0.3358641596;17.11332512;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;23.99721622;23.99802303
Round-Robin Safe,4,12,477.3632432432432,22.081621621621625,20.038,36.0,67.0,55.40675675675676,0.0390315315315315,0.0136486486486486,0.1138738738738738,0.0462162162162162,0.8247185976909683,28.0,128.0,0.0247747747747747,275,11100,0.2766245716296681,0.402055646296979,23.99860142072352,0.4064864864864865,True,True,0.2277146089;0.9318683167;0.4490225566;0.364868936;0.3264467419;0.2532754659;0.5108922966;0.7249468559;0.885090931;0.3371942215;0.4510893652;0.3770521179,1.986329388;0.369039043;1.047885528;1.273544601;1.412123145;1.792296255;0.9237509324;0.6195927545;0.4325165816;1.370290719;1.043286736;1.235229773,18.36594595;3.412432432;11.39513514;12.13972973;12.14648649;22.08162162;7.765135135;4.895675676;4.201621622;11.71297297;10.28702703;11.32702703,0.3999501065;0.09225976075;0.2619713821;0.3803423742;0.3530307863;0.4020556463;0.2546556624;0.1548981886;0.1081291454;0.3425726797;0.2608216841;0.3088074432,0.04621621622;0.2151351351;0.09864864865;0.1018918919;0.07891891892;0.04837837838;0.1316216216;0.1740540541;0.1954054054;0.07891891892;0.1051351351;0.09216216216,23.99860142;0.369039043;1.047885528;2.220633804;1.412123145;23.99789017;1.447501865;0.6195927545;0.4325165816;1.370290719;1.043286736;1.235229773
Round-Robin Safe,4,13,320.4064864864865,19.732432432432432,15.529837837837832,26.0,48.0,39.59954954954955,0.0173873873873873,0.004054054054054,0.1567792792792793,0.0456756756756756,0.8783984891164598,20.0,104.0,0.0139639639639639,155,11100,0.1805222309529919,0.3996730160960896,23.99871475378492,0.4064864864864865,True,True,0.931036637;0.7159624459;0.6775674106;0.3509019354;0.95;0.7562371291;0.2357345475;0.5713184825;0.95;0.8385292043;0.9458583108;0.3749843981,0.3702883284;0.6302691506;0.6771299559;1.320546841;0.2764601871;0.5830294735;1.920506701;0.8232731646;0.2265612916;0.488449848;0.3469497415;1.241568686,4.350810811;5.898918919;6.305405405;12.09135135;3.702162162;5.198378378;19.73243243;8.796216216;3.312972973;3.941081081;3.317297297;10.54216216,0.09257208211;0.1575672877;0.169282489;0.3301367103;0.06911504678;0.1457573684;0.3996730161;0.2058182912;0.0566403229;0.1425745502;0.08673743537;0.3103921715,0.1956756757;0.1559459459;0.1505405405;0.07945945946;0.2121621622;0.1708108108;0.04567567568;0.1256756757;0.2162162162;0.2264864865;0.2156756757;0.08702702703,0.3702883284;0.6302691506;0.6771299559;1.320546841;0.2764601871;0.5830294735;23.99871475;0.8232731646;0.2265612916;0.5768996961;0.3469497415;1.241568686
Round-Robin Safe,4,14,468.6262162162162,24.10108108108108,19.45729729729729,36.0,61.0,51.62927927927928,0.0367567567567567,0.0101801801801801,0.1148648648648648,0.0383783783783783,0.8339893664912883,28.0,144.0,0.034054054054054,378,11100,0.2742212300424597,0.4034064325793018,23.999727496280894,0.4064864864864865,True,True,0.3969158517;0.64914127;0.685168137;0.2123384503;0.8391928019;0.2547057577;0.6450583303;0.3536782427;0.3495021855;0.2638904463;0.8142278578;0.4332858251,1.177446822;0.7134614509;0.6676722331;2.128067317;0.4876767217;1.782678959;0.7188179662;1.310923092;1.325454306;1.723560971;0.5165166625;1.084128614,10.28486486;6.94972973;7.036216216;24.10108108;4.471891892;15.65783784;6.548108108;11.84243243;12.47837838;14.83837838;4.69027027;9.658918919,0.3131372088;0.1783653627;0.1669180583;0.4003067169;0.1219191804;0.4023072786;0.2375984791;0.3351711473;0.3313635766;0.4034064326;0.1291291656;0.2710321536,0.09675675676;0.1502702703;0.1478378378;0.03837837838;0.1878378378;0.05513513514;0.1835135135;0.08513513514;0.08486486486;0.06486486486;0.1845945946;0.09918918919,1.954893643;0.7134614509;0.6676722331;23.9997275;0.4876767217;23.99513054;1.037635932;2.332769276;1.325454306;23.99829016;0.5165166625;1.084128614
Round-Robin Safe,4,15,426.86108108108107,26.76891891891892,22.18429729729729,36.0,71.0,56.75,0.0393468468468468,0.0154054054054054,0.1439189189189189,0.0359459459459459,0.7867354781071044,24.0,136.0,0.0473873873873873,526,11100,0.2280857101681598,0.4029314732358963,23.998349676102467,0.4064864864864865,True,True,0.95;0.6682774533;0.3936552323;0.8783623152;0.2542081145;0.6112416568;0.1961261937;0.2603661895;0.4858854259;0.9440218225;0.777121657;0.6438927182,0.2609434761;0.6888292002;1.186565108;0.4408835581;1.786011998;0.7647485898;2.305041448;1.74572184;0.9708198352;0.349980936;0.5589976316;0.7203540735,3.079459459;5.903243243;10.61675676;4.119459459;16.69243243;6.844864865;26.76891892;18.43324324;8.242972973;2.886486486;5.182972973;7.18972973,0.06523586902;0.1722073001;0.2966412769;0.1102208895;0.4020940526;0.1911871475;0.3999558404;0.4029314732;0.2458535637;0.1246688848;0.145943706;0.1800885184,0.2224324324;0.16;0.0927027027;0.2048648649;0.05756756757;0.1481081081;0.03594594595;0.05783783784;0.1208108108;0.3056756757;0.1808108108;0.1402702703,0.2609434761;0.6888292002;1.186565108;0.4408835581;23.99554779;0.7647485898;23.99793569;23.99834968;1.54163967;0.349980936;0.7179952632;0.7203540735
Round-Robin Safe,4,16,509.8916216216216,28.37189189189189,24.927702702702696,42.0,80.0,64.49009009009009,0.0539189189189189,0.0220045045045045,0.1255855855855856,0.0351351351351351,0.794540700443834,28.0,184.0,0.0818018018018018,908,11100,0.2742935555649223,0.4057187664673196,23.999796937625167,0.4064864864864865,True,True,0.3932789834;0.7735119064;0.901603995;0.8416273572;0.2260479039;0.7045979448;0.6624829137;0.1982197585;0.7522839954;0.3841282698;0.2247729528;0.2144342016,1.187626136;0.5631378354;0.4113518347;0.4848363331;2.00065631;0.6439160289;0.6962092138;2.280313362;0.5876051337;1.214015836;2.011774821;2.107404393,9.264324324;5.778648649;4.074054054;4.128918919;19.05891892;5.007027027;6.021891892;28.37189189;5.213513514;8.778918919;22.10972973;20.14,0.4057187665;0.146720236;0.1028379587;0.1256643361;0.3995905441;0.1609790072;0.2090509288;0.3999792897;0.1469012834;0.394062978;0.4001800724;0.3998372659,0.1243243243;0.1724324324;0.2002702703;0.1962162162;0.04621621622;0.1724324324;0.1797297297;0.03513513514;0.1759459459;0.1205405405;0.04162162162;0.04216216216,23.99331559;0.7262756708;0.4113518347;0.5696726663;23.99838024;0.6439160289;0.9924184276;23.99979694;0.5876051337;2.154174193;23.99613493;23.99869766
Round-Robin Safe,4,17,418.177027027027,28.302972972972974,25.02036486486486,39.0,73.0,59.5009009009009,0.0467117117117117,0.0183783783783783,0.1501801801801802,0.0327027027027027,0.8119263568864201,20.0,128.0,0.0661261261261261,734,11100,0.2113864475983945,0.4005195647728127,23.99969593772187,0.4064864864864865,True,True,0.6058267012;0.4606290406;0.8627452041;0.95;0.8920394043;0.9329954481;0.2434414901;0.2237143759;0.7874097494;0.2072792387;0.95;0.5223938409,0.772389876;1.022513998;0.4598691245;0.2139841101;0.4237308779;0.3673358894;1.861711545;2.021113381;0.5472165522;2.179902851;0.241873434;0.9032962107,6.208108108;8.316216216;3.849189189;3.390810811;4.182162162;3.676216216;19.05135135;22.33459459;5.315135135;28.30297297;3.172432432;7.898918919,0.2791041255;0.2556284995;0.1149672811;0.05349602753;0.1059327195;0.09183397234;0.4005195648;0.3998527013;0.1368041381;0.4000416314;0.06994718226;0.2285095279,0.1997297297;0.1105405405;0.2005405405;0.2121621622;0.1935135135;0.2113513514;0.04945945946;0.0427027027;0.1775675676;0.0327027027;0.2486486486;0.1232432432,1.144779752;1.022513998;0.4598691245;0.2139841101;0.4237308779;0.3673358894;23.99535162;23.96402455;0.5472165522;23.99969594;0.241873434;1.406592421
Round-Robin Safe,4,18,335.5324324324324,20.493513513513516,18.531351351351347,30.0,56.0,45.21666666666667,0.0264189189189189,0.0071171171171171,0.1641891891891892,0.0464864864864864,0.8404249989467825,16.0,96.0,0.0247747747747747,275,11100,0.1888635233571157,0.4014774358663449,23.998782690097176,0.4064864864864865,True,True,0.95;0.2298402862;0.2514208534;0.95;0.8064515181;0.2889292384;0.86964094;0.95;0.4229897239;0.9113191376;0.93510967;0.8418183031,0.2641897105;1.968390267;1.804941085;0.3377909827;0.5254308787;1.582364629;0.451552802;0.2372894534;1.10910177;0.3983676074;0.3641087485;0.4846132827,3.408108108;20.49351351;16.92594595;3.055675676;4.844324324;13.17459459;4.378918919;3.399459459;10.3227027;3.485945946;3.927027027;4.562702703,0.06604742761;0.4000620219;0.4014774359;0.107727935;0.1341978866;0.3955911572;0.1128882005;0.05932236334;0.2772754426;0.09959190186;0.09102718712;0.1211533207,0.2140540541;0.04648648649;0.0527027027;0.2705405405;0.1886486486;0.07405405405;0.1954054054;0.2148648649;0.1005405405;0.2140540541;0.2045945946;0.1943243243,0.2641897105;23.99845627;23.99878269;0.3377909827;0.6508617574;1.582364629;0.451552802;0.2372894534;1.10910177;0.3983676074;0.3641087485;0.4846132827
Round-Robin Safe,4,19,503.902972972973,24.80918918918919,24.35060810810811,39.0,67.0,56.22522522522522,0.0448873873873873,0.0145495495495495,0.1100675675675675,0.0354054054054054,0.8204176843407017,32.0,136.0,0.0669369369369369,743,11100,0.2925465904874414,0.4039782134278318,23.99973332468244,0.4064864864864865,True,True,0.8339118425;0.4218873338;0.3658373363;0.3670076204;0.481511622;0.1930715746;0.2120595117;0.3057773787;0.5446939528;0.4653449839;0.3623629999;0.8770434254,0.4938172966;1.111838862;1.270411673;1.266646367;0.9794527448;2.342239302;2.1308523;1.500722279;0.8655191693;1.012509865;1.281724896;0.4425090154,4.791891892;9.635135135;11.13135135;11.67081081;8.891351351;24.80918919;23.97540541;11.9272973;7.920810811;7.657837838;11.32162162;3.866486486,0.1234543241;0.2779597156;0.3176029182;0.3166615919;0.2448631862;0.4000797943;0.4002546887;0.4039782134;0.2168476405;0.3705238802;0.3277058788;0.1106272539,0.187027027;0.1035135135;0.08783783784;0.08702702703;0.1181081081;0.03540540541;0.03648648649;0.08108108108;0.1286486486;0.1654054054;0.08567567568;0.2045945946,0.4938172966;1.111838862;1.270411673;1.266646367;0.9794527448;23.99778581;23.99973332;23.97348937;1.331038339;2.150118376;2.253799166;0.4425090154
Round-Robin Safe,8,0,391.01324324324327,18.235405405405405,18.09731081081081,32.0,53.0,45.22477477477477,0.0272522522522522,0.0049549549549549,0.1494144144144144,0.0464864864864864,0.7980312670449932,24.0,108.0,0.039009009009009,433,11100,0.2141728876061772,0.4017502052798398,23.999928801789025,0.4064864864864865,True,True,0.95;0.2315765095;0.95;0.8081176242;0.6281327393;0.795200025;0.3394136806;0.9476946562;0.5005847781;0.95;0.23436609;0.2528380647,0.3369544871;1.95400716;0.2191119648;0.5235225351;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;1.931388168;1.795260579,3.083783784;18.23540541;3.822162162;4.504324324;7.377837838;5.124864865;12.64918919;3.572432432;9.17027027;3.118378378;17.98432432;15.37567568,0.1059129915;0.4003074127;0.05513330789;0.1560663125;0.185360064;0.1345763759;0.3404933716;0.08596801172;0.2356750444;0.06846000657;0.4003715473;0.4017502053,0.2681081081;0.04972972973;0.2094594595;0.22;0.1381081081;0.1789189189;0.07783783784;0.2124324324;0.1121621622;0.2202702703;0.04648648649;0.05945945946,0.3369544871;23.99730057;0.2191119648;0.6470450703;0.7414402559;0.5383055036;1.361973486;0.3438720469;0.9427001774;0.2738400263;23.99894398;23.9999288
Round-Robin Safe,8,1,552.0948648648649,25.15756756756757,24.1912027027027,47.0,80.0,67.42657657657658,0.0698873873873873,0.0252927927927927,0.1209909909909909,0.0332432432432432,0.6946057258742653,32.0,204.0,0.0816216216216216,906,11100,0.2793254708526484,0.4048642729379798,23.998763876785382,0.4064864864864865,True,True,0.5605092249;0.2181252996;0.2316669551;0.3707979081;0.95;0.95;0.2020086086;0.95;0.325972712;0.8362721814;0.2993435181;0.2334007936,0.8400796556;2.072097608;1.953264399;1.254604531;0.2976063768;0.2276934429;2.237061952;0.2579608484;1.414030367;0.4910760745;1.530799061;1.939147999,8.883783784;23.40054054;22.69837838;11.59216216;3.134324324;3.191891892;25.15756757;3.172702703;13.77567568;5.029459459;13.5;21.1227027,0.2468017799;0.3998588358;0.4001552471;0.4048642729;0.07786026289;0.05692336074;0.400252706;0.0665120674;0.3535075917;0.1625859976;0.3826997651;0.399883763,0.1316216216;0.04054054054;0.04459459459;0.1064864865;0.2272972973;0.2202702703;0.03324324324;0.2237837838;0.07405405405;0.2394594595;0.06756756757;0.04297297297,1.280159311;23.99795411;23.99296661;23.99131147;0.2976063768;0.2276934429;23.99876388;0.2579608484;1.414030367;0.5821521491;1.530799061;23.99834749
Round-Robin Safe,8,2,451.3086486486487,31.09432432432433,24.41122972972972,37.0,75.0,60.09099099099099,0.0427477477477477,0.0162387387387387,0.1374324324324324,0.0321621621621621,0.7962287981844282,24.0,188.0,0.0685585585585585,761,11100,0.2372309004549736,0.4004313123143918,23.999998670240743,0.4064864864864865,True,True,0.2983974043;0.4720337023;0.7619171253;0.95;0.6042558466;0.7527600943;0.6803453125;0.2438339011;0.7053294905;0.1925045361;0.95;0.2931742638,1.535332493;0.9986066978;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;1.858825842;0.6430324214;2.34929577;0.2710575607;1.560894842,13.91378378;7.185675676;4.951891892;3.068378378;7.720540541;5.62972973;5.728108108;18.94324324;6.195135135;31.09432432;3.46972973;13.59837838,0.4004313123;0.2634162532;0.1441180233;0.1063393348;0.1936556922;0.1467633763;0.1684154608;0.4004011341;0.1607581054;0.4000152257;0.07223317698;0.3902237104,0.06972972973;0.1318918919;0.1794594595;0.2732432432;0.1335135135;0.1705405405;0.1597297297;0.0472972973;0.1545945946;0.03216216216;0.2254054054;0.07162162162,23.99949569;1.994426791;0.5764720931;0.328976203;0.7746227687;0.5870535051;0.6736618433;23.97844326;0.6430324214;23.99999867;0.2710575607;1.560894842
Round-Robin Safe,8,3,518.1013513513514,19.924324324324324,19.28810810810811,39.0,65.0,55.22387387387387,0.0445945945945946,0.0129279279279279,0.106554054054054,0.047027027027027,0.7513026576390962,32.0,140.0,0.0546846846846846,607,11100,0.3209263237703524,0.4050354565140314,23.999476192742584,0.4064864864864865,True,True,0.2469621281;0.8215561338;0.8932287906;0.3220866759;0.225348274;0.2465631425;0.4834834838;0.2778755806;0.2645088005;0.3014458345;0.9387067142;0.2969367479,1.836175919;0.5080937316;0.4222105672;1.429873819;2.006740312;1.839030251;0.9755450403;1.641436133;1.719737046;1.520828652;0.3585144156;1.542388958,15.54486486;4.825945946;3.520540541;10.64540541;18.76756757;19.92432432;8.030810811;13.91756757;15.22486486;14.17648649;3.613243243;13.33351351,0.4009811195;0.1285339818;0.1055526418;0.4050020979;0.4002633378;0.4011074087;0.3224571849;0.4050354565;0.4034410151;0.4032251102;0.08991929127;0.3855972396,0.05702702703;0.1856756757;0.2086486486;0.09162162162;0.04702702703;0.05189189189;0.1581081081;0.06540540541;0.06054054054;0.07405405405;0.2083783784;0.07027027027,23.99755978;0.6161874631;0.4222105672;23.9952698;23.99910185;23.99947619;2.253270242;23.99811219;23.99755628;23.98162938;0.3585144156;1.542388958
Round-Robin Safe,8,4,482.9470270270271,23.103783783783783,21.029540540540538,36.0,66.0,55.27702702702703,0.0386711711711711,0.0126801801801801,0.1074999999999999,0.0451351351351351,0.8771922751885526,28.0,236.0,0.0395495495495495,439,11100,0.2844962084437316,0.4008685256016108,23.998306266974566,0.4064864864864865,True,True,0.662118963;0.6741961796;0.3640876;0.2460798207;0.2372011855;0.4128728207;0.5024050881;0.4159209977;0.2309431598;0.4380235493;0.7287104513;0.5641011845,0.6966749552;0.6813572012;1.27608378;1.842501298;1.908996959;1.13470463;0.9393093506;1.126874486;1.959226317;1.072981387;0.6151471375;0.8344446437,6.443783784;6.331351351;9.795135135;16.79189189;23.10378378;10.52162162;9.472432432;9.497567568;19.33243243;9.407297297;5.888108108;7.055675676,0.1741687388;0.1703393003;0.3190209451;0.4008685256;0.3998574711;0.2836761576;0.2985480531;0.2875052743;0.4003175935;0.3172544967;0.1537867844;0.2086111609,0.1481081081;0.1540540541;0.0927027027;0.05486486486;0.04513513514;0.09675675676;0.1405405405;0.1008108108;0.04783783784;0.11;0.162972973;0.1362162162,0.6966749552;0.6813572012;1.27608378;23.99828776;23.99714193;1.13470463;1.757237402;1.853748972;23.99830627;1.745962775;0.6151471375;0.8344446437
Round-Robin Safe,8,5,438.34783783783786,23.05945945945946,19.24067567567567,34.0,60.0,50.804054054054056,0.0319594594594594,0.0098198198198198,0.129009009009009,0.041081081081081,0.7963920823879058,24.0,140.0,0.0314414414414414,349,11100,0.2528604264157568,0.4050502932666673,23.999221973907847,0.4064864864864865,True,True,0.9411489522;0.4821824971;0.3825098869;0.7544254172;0.3523107703;0.8677360717;0.95;0.2189202535;0.8265150398;0.3376263363;0.2625732011;0.2699141276,0.3546353857;0.9781203331;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;2.064668323;0.5023771293;1.368663091;1.731770293;1.687095206,3.387297297;8.828108108;10.92378378;4.977837838;10.99405405;4.458918919;3.507567568;23.05945946;4.666486486;11.02972973;16.11621622;15.38,0.1018857878;0.2453231538;0.3047009173;0.1462813007;0.3289112952;0.1134649593;0.05603535381;0.4000992398;0.1255942823;0.4050502933;0.4029876276;0.403990906,0.2413513514;0.1159459459;0.09081081081;0.1762162162;0.08405405405;0.1935135135;0.2102702703;0.04108108108;0.1840540541;0.09162162162;0.06027027027;0.05891891892,0.3546353857;1.556240666;1.218803669;0.5851252029;1.315645181;0.4538598372;0.2241414152;23.99921978;0.5023771293;23.95742963;23.98599253;23.99922197
Round-Robin Safe,8,6,311.4227027027027,14.995135135135136,13.573459459459457,25.0,44.0,36.56306306306306,0.0133333333333333,0.0019819819819819,0.1554954954954955,0.0643243243243243,0.8933028136821473,20.0,96.0,0.0,0,11100,0.1735510179637699,0.3838041395700113,1.535216558280024,0.4064864864864865,True,True,0.6600953202;0.4082536129;0.95;0.8542797728;0.5796663152;0.95;0.7238759829;0.298421524;0.95;0.3698913443;0.95;0.5870736138,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023,6.785405405;11.64594595;3.421081081;4.657837838;7.762702703;3.200540541;5.427567568;14.99513514;3.26972973;12.41027027;3.364864865;6.975675676,0.1748173595;0.2866922091;0.06378898263;0.1174894379;0.2026482556;0.05390450732;0.1552151191;0.3838041396;0.06572040337;0.3143659172;0.06427893372;0.1998869506,0.1475675676;0.09216216216;0.212972973;0.1881081081;0.1267567568;0.2175675676;0.1662162162;0.06432432432;0.2137837838;0.07891891892;0.2159459459;0.1416216216,0.6992694381;1.146768836;0.2551559305;0.4699577518;0.8105930222;0.2156180293;0.6208604762;1.535216558;0.2628816135;1.257463669;0.2571157349;0.7995478023
Round-Robin Safe,8,7,397.06567567567566,32.84864864864865,24.134567567567554,36.0,76.0,59.41081081081081,0.0404504504504504,0.019009009009009,0.1566666666666667,0.0278378378378378,0.8094892217637355,20.0,156.0,0.0311711711711711,346,11100,0.1933787816514197,0.4054337825060741,23.99999020533113,0.4064864864864865,True,True,0.95;0.8194645516;0.5139536145;0.1957148488;0.2668165055;0.95;0.9166527097;0.2817874583;0.4060368001;0.95;0.95;0.8957240492,0.2129344738;0.5105004868;0.9182376412;2.309972111;1.705631049;0.2143947682;0.3910280632;1.619983796;1.152645744;0.2643493157;0.2202876177;0.4190042049,3.382162162;4.247027027;9.310810811;32.84864865;17.00486486;3.546486486;3.594054054;14.54540541;9.781621622;3.462972973;3.477297297;4.311891892,0.05323361846;0.1276251217;0.2295594103;0.4001870602;0.4038196754;0.05359869205;0.1311529261;0.4054337825;0.2890960136;0.06701612381;0.05507190443;0.1047510512,0.2145945946;0.1908108108;0.1143243243;0.02783783784;0.05675675676;0.2121621622;0.2724324324;0.06810810811;0.09648648649;0.2164864865;0.2156756757;0.1943243243,0.2129344738;0.5105004868;0.9182376412;23.99686409;23.99999021;0.2143947682;0.3910280632;23.99222217;1.905291488;0.2643493157;0.2202876177;0.4190042049
Round-Robin Safe,8,8,425.7816216216216,26.23189189189189,22.11551351351351,36.0,65.0,54.08378378378379,0.0366891891891891,0.0124099099099099,0.1399324324324324,0.0367567567567567,0.8162100027936224,24.0,144.0,0.0437837837837837,486,11100,0.2338868445799465,0.4051724602240134,23.99859149990377,0.4064864864864865,True,True,0.924502767;0.7675714746;0.2938168902;0.223720696;0.8564804989;0.95;0.4732619221;0.198994158;0.3554966144;0.365156396;0.95;0.8950142286,0.3798996382;0.5699618165;1.557699888;2.021057334;0.4673466129;0.2347890628;0.9960890923;2.271318822;1.304697623;1.272612991;0.2590903055;0.4199186836,3.875945946;5.955135135;13.86;18.74756757;4.108648649;3.377837838;8.902702703;26.23189189;11.75405405;10.60783784;3.204864865;4.01027027,0.0970284211;0.1424904541;0.3894249721;0.3998416131;0.1168366532;0.05869726571;0.3009804338;0.4002432086;0.3261744057;0.4051724602;0.06477257636;0.1049796709,0.21;0.1640540541;0.06567567568;0.04675675676;0.1972972973;0.2164864865;0.1308108108;0.03675675676;0.08405405405;0.1113513514;0.2164864865;0.1994594595,0.3798996382;0.5699618165;1.557699888;23.91952334;0.4673466129;0.2347890628;1.592178185;23.9985915;1.304697623;23.96653721;0.2590903055;0.4199186836
Round-Robin Safe,8,9,518.1945945945946,25.61783783783784,25.391297297297296,43.0,74.0,62.59099099099099,0.0581531531531531,0.0189189189189189,0.1304279279279279,0.0362162162162162,0.7151746551770174,28.0,204.0,0.0825225225225225,916,11100,0.2564984927435833,0.4042016901088953,23.99902310532166,0.4064864864864865,True,True,0.3257577326;0.6871221964;0.2523803769;0.1963495047;0.5437054116;0.2493362779;0.95;0.4363495231;0.95;0.6652629851;0.95;0.2127973752,1.414897118;0.6652565043;1.798374164;2.302374716;0.8671448273;1.819394726;0.209506079;1.076896197;0.2790122724;0.6926602831;0.247425482;2.123503268,12.84945946;5.734594595;17.00810811;25.61783784;8.291081081;18.44837838;2.730810811;9.273243243;3.572432432;6.729189189;3.178918919;25.20594595,0.4042016901;0.1663141261;0.4019609281;0.4001153899;0.2374101919;0.4012502964;0.07757387248;0.2843588066;0.06975306809;0.1731650708;0.06185637049;0.4000221022,0.08513513514;0.1645945946;0.05621621622;0.03621621622;0.13;0.05108108108;0.3178378378;0.1097297297;0.2097297297;0.1437837838;0.2181081081;0.0427027027,23.99250881;0.6652565043;23.9969037;23.99844596;1.468579309;23.99902311;0.209506079;1.753792394;0.2790122724;0.6926602831;0.247425482;23.99330742
Round-Robin Safe,8,10,563.1972972972973,25.0427027027027,23.89632432432432,45.0,74.0,62.56306306306306,0.0648873873873873,0.0217792792792792,0.1077702702702702,0.0381081081081081,0.6830044706284114,32.0,128.0,0.0968468468468468,1075,11100,0.3024364573873651,0.4001592157326538,23.999913536495143,0.4064864864864865,True,True,0.2210551088;0.5230742899;0.4621770162;0.8877431859;0.3493760462;0.4491418585;0.5565464418;0.34857734;0.2223217792;0.6900300697;0.2104662511;0.2177243916,2.045012567;0.9021077578;1.019211399;0.4291816563;1.325898395;1.047619095;0.8463561798;1.328717478;2.03354937;0.6616731043;2.146920017;2.075867389,19.51513514;8.517567568;9.621621622;3.38027027;11.77675676;9.613513514;7.403783784;12.48486486;21.06972973;6.497297297;22.95837838;25.0427027,0.4001592157;0.2738018951;0.2608630257;0.1570572872;0.3314745986;0.2619047737;0.211589045;0.3321793696;0.3995649709;0.2008267287;0.399791322;0.4000252563,0.04594594595;0.1313513514;0.1072972973;0.3032432432;0.08459459459;0.1021621622;0.1340540541;0.08081081081;0.04135135135;0.1856756757;0.03810810811;0.03864864865,23.99991354;1.608431031;1.638422798;0.4583633126;1.325898395;1.047619095;0.8463561798;1.328717478;23.99039221;0.9233462087;23.99932792;23.99660947
Round-Robin Safe,8,11,469.19054054054055,25.056756756756755,23.86548648648649,38.0,76.0,59.49189189189189,0.0414189189189189,0.0163738738738738,0.124054054054054,0.0375675675675675,0.7765672044315381,28.0,140.0,0.0313513513513513,348,11100,0.2521595574101971,0.4016105113928443,23.99802302978612,0.4064864864864865,True,True,0.95;0.2935060875;0.6227889451;0.4312530983;0.6153269509;0.4183303984;0.9434799305;0.4987828682;0.6260188518;0.4351735249;0.2492611008;0.2092716103,0.3358641596;1.559243329;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;1.819920828;2.159149808,3.074054054;12.81648649;6.456756757;10.13135135;7.083783784;12.05243243;3.836216216;10.18216216;7.33027027;9.497837838;22.89081081;25.05675676,0.113013751;0.4016105114;0.1871827784;0.2722441106;0.1897598819;0.2801892386;0.08771670584;0.2365189984;0.1860788657;0.2699154786;0.401366323;0.4003180455,0.2875675676;0.07594594595;0.1489189189;0.09540540541;0.1402702703;0.09027027027;0.2048648649;0.1102702703;0.147027027;0.1048648649;0.04567567568;0.03756756757,0.3358641596;17.11332512;0.7487311135;1.088976442;0.7590395275;1.120756955;0.3508668233;0.9460759936;0.7443154627;1.079661914;23.99721622;23.99802303
